S.N.,Date,Open,High,Low,Ltp,% Change,Qty,Turnover
1,2025-10-12,167.00,167.00,167.00,167.00,0.00,"6,877.00","962,780.00"
2,2025-07-10,167.00,167.00,167.00,167.00,0.00,"68,000.00","9,928,000.00"
3,2025-02-24,167.00,167.00,167.00,167.00,0.00,"49,050.00","8,191,350.00"
4,2024-10-23,190.00,190.00,190.00,190.00,0.00,"35,367.00","6,719,730.00"
5,2024-10-21,190.00,190.00,190.00,190.00,0.00,"118,470.00","22,509,300.00"
6,2024-05-29,145.00,145.00,145.00,145.00,-3.27,"300,000.00","43,500,000.00"
7,2023-10-08,149.90,149.90,149.90,149.90,1.97,"250,000.00","37,475,000.00"
8,2023-10-04,147.00,147.00,147.00,147.00,-2.00,"17,000.00","2,499,000.00"
9,2023-08-02,150.00,150.00,150.00,150.00,3.45,"593,585.00","89,037,750.00"
10,2023-06-11,145.00,145.00,145.00,145.00,0.00,"510,000.00","73,950,000.00"
11,2023-04-24,155.00,155.00,155.00,155.00,2.65,"5,000.00","775,000.00"
12,2022-12-07,151.00,151.00,151.00,151.00,0.00,"5,100,000.00","670,293,000.00"
13,2022-07-05,151.00,151.00,151.00,151.00,0.00,"2,000,000.00","302,000,000.00"
14,2022-04-24,185.00,185.00,185.00,185.00,0.00,"1,000,000.00","220,010,000.00"
15,2022-03-22,185.00,185.00,185.00,185.00,0.00,"14,918.00","2,759,830.00"
16,2022-03-02,185.00,185.00,185.00,185.00,0.00,"5,300.00","980,500.00"
17,2021-09-20,267.10,267.10,261.80,261.80,-3.93,"235,460.00","61,831,366.00"
18,2021-09-15,272.50,272.50,272.50,272.50,0.00,"35,000.00","9,537,500.00"
19,2020-10-14,180.00,180.00,180.00,180.00,0.00,"100,000.00","18,000,000.00"
20,2020-01-21,180.00,180.00,180.00,180.00,0.00,"220,000.00","39,600,000.00"
21,2020-01-12,180.00,180.00,180.00,180.00,-0.06,"80,000.00","14,400,000.00"
22,2019-05-12,180.10,180.10,180.10,180.10,0.00,"913,835.00","164,581,680.00"
23,2019-05-09,180.10,180.10,180.10,180.10,-0.50,"1,805,000.00","325,080,512.00"
24,2019-04-29,181.00,181.00,181.00,181.00,-31.70,700.00,"126,700.00"
25,2017-05-28,265.00,265.00,265.00,265.00,0.00,30.00,"7,950.00"
26,2017-05-22,265.00,265.00,260.00,265.00,0.00,"25,956.00","6,803,960.00"
27,2017-04-10,270.00,265.00,265.00,265.00,0.00,"74,170.00","19,655,050.00"
28,2016-06-06,450.00,450.00,450.00,450.00,0.00,"132,996.00","59,848,200.00"
29,2016-05-26,458.00,450.00,450.00,450.00,0.00,"69,679.00","31,355,550.00"
30,2014-06-23,164.00,172.00,172.00,172.00,0.00,"1,560.00","268,320.00"
31,2014-06-12,161.00,164.00,164.00,164.00,0.00,"58,440.00","9,584,160.00"
32,2014-06-09,158.00,161.00,161.00,161.00,0.00,"40,000.00","6,440,000.00"
33,2013-09-24,158.00,158.00,158.00,158.00,0.00,"17,214.00","2,719,812.00"
34,2013-02-25,151.00,158.00,158.00,158.00,0.00,200.00,"31,600.00"
35,2013-02-20,149.00,151.00,151.00,151.00,0.00,"62,800.00","9,482,800.00"
36,2012-07-02,140.00,149.00,147.00,149.00,0.00,"2,000.00","296,000.00"
37,2012-06-27,130.00,140.00,136.00,140.00,0.00,"4,000.00","550,000.00"
38,2012-06-26,122.00,130.00,124.00,130.00,0.00,"6,000.00","758,000.00"
39,2012-06-06,115.00,122.00,120.00,122.00,0.00,"3,000.00","362,000.00"
40,2012-05-31,111.00,115.00,113.00,115.00,0.00,"50,000.00","5,660,000.00"
41,2012-05-24,109.00,111.00,111.00,111.00,0.00,"65,000.00","7,215,000.00"
42,2012-05-10,109.00,109.00,109.00,109.00,0.00,"153,000.00","16,677,000.00"
43,2012-05-09,115.00,113.00,109.00,109.00,0.00,"300,000.00","32,705,000.00"
44,2012-05-07,127.00,121.00,115.00,115.00,0.00,"632,000.00","72,681,200.00"
45,2012-05-03,129.00,127.00,127.00,127.00,0.00,300.00,"38,100.00"
46,2012-05-02,135.00,133.00,129.00,129.00,0.00,300.00,"39,300.00"
47,2012-04-29,149.00,147.00,135.00,135.00,0.00,700.00,"98,700.00"
48,2012-04-26,164.00,161.00,149.00,149.00,0.00,500.00,"77,500.00"
49,2012-04-24,275.00,167.00,164.00,164.00,0.00,200.00,"33,100.00"
