S.N.,Date,Open,High,Low,Ltp,% Change,Qty,Turnover
1,2023-01-25,257.80,257.80,257.80,257.80,-1.98,"7,366.00","1,898,954.80"
2,2022-01-23,359.70,359.70,359.70,359.70,0.00,"282,679.00","101,679,636.30"
3,2021-11-28,359.70,359.70,359.70,359.70,-1.99,"80,000.00","28,776,000.00"
4,2021-11-25,367.00,367.00,367.00,367.00,0.00,"80,000.00","29,360,000.00"
5,2021-09-23,367.00,367.00,367.00,367.00,0.00,"25,000.00","9,175,000.00"
6,2021-03-07,260.00,260.00,260.00,260.00,-1.89,"22,800.00","5,928,000.00"
7,2021-02-15,265.00,265.00,265.00,265.00,0.76,"3,000.00","795,000.00"
8,2021-02-01,263.00,263.00,263.00,263.00,0.00,"136,412.00","35,876,356.00"
9,2021-01-05,263.00,263.00,263.00,263.00,-1.87,"40,000.00","10,520,000.00"
10,2021-01-04,268.00,268.00,268.00,268.00,-1.83,"92,378.00","24,757,304.00"
11,2021-01-03,273.00,273.00,273.00,273.00,-1.80,"96,228.00","26,270,244.00"
12,2020-12-30,278.00,278.00,278.00,278.00,-1.77,"21,587.00","6,001,186.00"
13,2020-11-26,283.00,283.00,283.00,283.00,0.00,"10,000.00","2,830,000.00"
14,2020-11-08,283.00,283.00,283.00,283.00,0.00,"7,500.00","2,122,500.00"
15,2020-11-04,283.00,283.00,283.00,283.00,0.00,"45,000.00","12,735,000.00"
16,2020-08-02,255.00,255.00,255.00,255.00,0.00,"40,000.00","10,200,000.00"
17,2019-06-26,373.00,373.00,373.00,373.00,-1.84,"2,000.00","746,000.00"
18,2019-06-02,380.00,380.00,380.00,380.00,-13.64,"19,000.00","7,220,000.00"
19,2018-07-12,440.00,440.00,440.00,440.00,0.00,"21,383.00","9,408,520.00"
20,2018-02-14,410.00,410.00,410.00,410.00,0.00,"42,768.00","17,534,880.00"
21,2017-08-16,855.00,855.00,855.00,855.00,0.00,"40,536.00","34,658,280.00"
22,2017-08-15,855.00,855.00,855.00,855.00,0.00,"45,000.00","38,475,000.00"
23,2017-07-25,868.00,855.00,855.00,855.00,0.00,"17,107.00","14,626,485.00"
24,2016-09-27,800.00,800.00,800.00,800.00,0.00,"25,000.00","20,000,000.00"
25,2016-04-05,425.00,425.00,425.00,425.00,0.00,"25,920.00","11,016,000.00"
