S.N.,Date,Open,High,Low,Ltp,% Change,Qty,Turnover
1,2026-03-03,635.80,707.10,635.80,707.10,9.99,760.00,"535,070.00"
2,2026-03-01,578.8,642.9,578.8,642.9,9.99,690.0,"441,531.00"
3,2026-02-26,526.2,584.5,526.2,584.5,9.99,470.0,"272,832.00"
4,2026-02-25,478.3,531.4,478.3,531.4,10.0,370.0,"194,622.00"
5,2026-02-24,447.9,483.1,447.9,483.1,10.0,200.0,"94,698.00"
6,2026-02-23,395.4,439.2,395.4,439.2,9.99,250.0,"107,946.00"
7,2026-02-22,363.0,399.3,363.0,399.3,10.0,169.0,"66,006.50"
8,2026-02-17,333.3,363.0,333.3,363.0,10.0,120.0,"42,451.00"
9,2026-02-16,300.0,330.0,300.0,330.0,10.0,180.0,"58,210.00"
