S.N.,Date,Open,High,Low,Ltp,% Change,Qty,Turnover
1,2026-02-26,10.01,10.30,10.01,10.30,3.31,"4,054.00","41,157.64"
2,2026-02-25,10.37,10.37,9.97,9.97,-1.97,200.00,"2,034.00"
3,2026-02-24,10.15,10.2,10.15,10.17,0.59,"27,800.00","282,201.00"
4,2026-02-23,10.05,10.16,10.05,10.11,-0.98,"1,550.00","15,714.50"
5,2026-02-22,10.21,10.21,10.21,10.21,0.0,"9,800.00","100,058.00"
6,2026-02-17,10.3,10.49,10.21,10.21,-0.87,"11,600.00","121,273.00"
7,2026-02-16,10.3,10.3,10.23,10.3,-0.48,"9,800.00","100,883.00"
8,2026-02-12,10.0,10.35,10.0,10.35,5.5,"6,500.00","67,031.00"
9,2026-02-11,10.3,10.39,9.81,9.81,-4.76,"34,300.00","351,172.00"
10,2026-02-10,10.2,10.3,10.2,10.3,1.08,"1,500.00","15,372.00"
11,2026-02-09,10.18,10.19,10.18,10.19,-0.78,400.00,"4,073.00"
12,2026-02-08,10.3,10.4,10.27,10.27,-1.72,"30,400.00","313,314.00"
13,2026-02-05,10.31,10.5,10.31,10.45,1.26,"31,440.00","328,935.00"
14,2026-02-04,10.2,10.45,10.2,10.32,0.68,"7,499.00","77,341.60"
15,2026-02-03,10.2,10.3,10.2,10.25,-0.49,"1,150.00","11,804.50"
16,2026-02-02,10.15,10.3,10.15,10.3,1.48,"2,900.00","29,500.00"
17,2026-02-01,10.11,10.15,10.11,10.15,0.4,"3,670.00","37,194.70"
18,2026-01-29,10.04,10.25,10.04,10.11,0.6,"13,900.00","142,174.00"
19,2026-01-28,10.1,10.1,10.04,10.05,-1.66,400.00,"4,024.00"
20,2026-01-27,10.01,10.22,10.01,10.22,0.2,926.00,"9,401.20"
21,2026-01-26,10.0,10.2,10.0,10.2,1.8,"4,400.00","44,660.00"
22,2026-01-25,10.0,10.02,10.0,10.02,-1.28,700.00,"7,004.00"
23,2026-01-22,10.15,10.15,10.15,10.15,-0.98,"1,500.00","15,225.00"
24,2026-01-21,10.27,10.3,10.2,10.25,-0.1,"15,600.00","160,345.00"
25,2026-01-20,10.37,10.4,10.26,10.26,0.49,"14,900.00","154,757.00"
26,2026-01-18,10.21,10.21,10.01,10.21,2.0,"7,600.00","77,392.00"
27,2026-01-14,10.01,10.01,10.01,10.01,-1.28,500.00,"5,005.00"
28,2026-01-13,10.02,10.14,10.0,10.14,1.2,"20,100.00","201,507.00"
29,2026-01-12,9.85,10.22,9.85,10.02,0.0,"3,100.00","31,474.00"
30,2026-01-08,10.08,10.08,10.02,10.02,-1.76,"13,700.00","137,784.00"
31,2026-01-07,10.06,10.24,10.06,10.2,1.39,"34,600.00","352,831.00"
32,2026-01-06,10.06,10.06,10.06,10.06,-1.57,"24,100.00","242,446.00"
33,2026-01-05,10.24,10.24,10.06,10.22,1.59,"79,500.00","809,503.00"
34,2026-01-04,10.06,10.22,10.06,10.06,-1.95,"5,800.00","59,165.00"
35,2026-01-01,10.06,10.26,10.0,10.26,3.95,"30,900.00","312,779.50"
36,2025-12-31,9.87,9.87,9.87,9.87,0.1,200.00,"1,974.00"
37,2025-12-29,9.86,10.06,9.86,9.86,-0.1,"8,600.00","86,355.00"
38,2025-12-28,9.8,10.12,9.8,9.87,0.71,"36,200.00","361,370.00"
39,2025-12-24,9.7,9.85,9.67,9.8,0.82,"11,540.00","113,518.60"
40,2025-12-23,9.7,9.8,9.5,9.72,1.14,"23,700.00","231,317.00"
41,2025-12-22,9.51,9.61,9.5,9.61,1.05,"49,390.00","473,696.20"
42,2025-12-21,9.5,9.63,9.5,9.51,-0.11,"126,150.00","1,210,079.00"
43,2025-12-18,9.45,9.6,9.45,9.52,-0.31,"16,300.00","156,437.00"
44,2025-12-17,9.45,9.55,9.45,9.55,0.53,700.00,"6,628.00"
45,2025-12-16,9.8,9.8,9.43,9.5,-1.14,"5,900.00","56,388.00"
46,2025-12-15,9.4,9.61,9.4,9.61,1.16,"2,940.00","28,113.30"
47,2025-12-14,9.45,9.54,9.41,9.5,1.5,"22,100.00","209,907.00"
48,2025-12-11,9.42,9.52,9.36,9.36,-0.43,"31,350.00","295,187.00"
49,2025-12-10,9.4,9.55,9.4,9.4,-0.53,"73,692.00","698,324.75"
50,2025-12-09,9.41,9.45,9.37,9.45,0.64,"39,100.00","367,040.00"
51,2025-12-08,9.4,9.4,9.37,9.39,-0.11,500.00,"4,693.00"
52,2025-12-07,9.35,9.53,9.32,9.4,0.53,"68,300.00","640,743.05"
53,2025-12-03,9.26,9.35,9.26,9.35,-0.32,400.00,"3,731.00"
54,2025-12-02,9.23,9.38,9.23,9.38,0.0,"10,723.00","99,961.74"
55,2025-12-01,9.22,9.38,9.22,9.38,-0.11,"1,900.00","17,785.00"
56,2025-11-30,9.1,9.39,9.1,9.39,1.84,"24,277.00","226,107.03"
57,2025-11-27,9.21,9.3,9.21,9.22,-1.6,"1,500.00","13,897.00"
58,2025-11-26,9.1,9.37,9.1,9.37,1.85,"50,942.00","475,750.04"
59,2025-11-25,9.06,9.2,9.06,9.2,0.44,"30,850.00","283,798.00"
60,2025-11-24,9.01,9.25,9.01,9.16,0.55,"174,520.00","1,613,306.00"
61,2025-11-23,9.0,9.11,9.0,9.11,-0.33,600.00,"5,454.00"
62,2025-11-20,9.28,9.28,9.14,9.14,-1.51,"30,833.00","282,764.59"
63,2025-11-19,9.11,9.28,9.1,9.28,1.98,"33,600.00","309,860.00"
64,2025-11-18,9.04,9.1,9.03,9.1,0.55,"1,700.00","15,377.00"
65,2025-11-17,8.88,9.2,8.88,9.05,0.33,"10,700.00","98,304.00"
66,2025-11-16,9.03,9.19,9.02,9.02,-0.11,"41,240.00","372,731.30"
67,2025-11-13,9.03,9.06,9.03,9.03,-1.95,"10,200.00","92,158.00"
68,2025-11-12,9.02,9.21,8.52,9.21,1.99,"117,363.00","1,030,889.66"
69,2025-11-11,9.1,9.1,9.03,9.03,-2.38,"10,800.00","98,131.00"
70,2025-11-10,9.12,9.28,9.12,9.25,0.0,"1,443.00","13,364.75"
71,2025-11-09,9.2,9.25,9.15,9.25,0.0,"1,000.00","9,175.00"
72,2025-11-06,9.25,9.25,9.25,9.25,-0.54,200.00,"1,850.00"
73,2025-11-04,9.18,9.31,9.18,9.3,-0.64,"4,500.00","41,809.00"
74,2025-11-03,9.2,9.36,9.18,9.36,0.11,"3,000.00","27,853.00"
75,2025-11-02,9.16,9.35,9.16,9.35,0.21,"54,458.00","507,969.30"
76,2025-10-30,9.2,9.35,9.2,9.33,1.52,"11,900.00","111,226.00"
77,2025-10-29,9.2,9.35,9.19,9.19,-1.71,300.00,"2,774.00"
78,2025-10-28,9.35,9.35,9.35,9.35,0.43,900.00,"8,415.00"
79,2025-10-26,9.49,9.49,9.31,9.31,-1.59,"5,580.00","52,054.20"
80,2025-10-19,9.48,9.48,9.37,9.46,0.64,"63,795.00","603,258.65"
81,2025-10-16,9.35,9.4,9.35,9.4,0.53,"5,100.00","47,935.00"
82,2025-10-15,9.3,9.42,9.15,9.35,1.08,"173,400.00","1,621,557.90"
83,2025-10-14,9.17,9.3,9.15,9.25,0.98,"75,450.00","693,957.50"
84,2025-10-13,9.18,9.33,9.15,9.16,1.78,"39,265.00","359,858.75"
85,2025-10-12,9.18,9.42,8.98,9.0,-3.02,"92,600.00","837,593.00"
86,2025-10-09,9.12,9.36,9.0,9.28,1.98,"11,620.00","108,489.60"
87,2025-10-08,9.31,9.31,9.07,9.1,-3.09,"43,600.00","398,748.00"
88,2025-10-07,9.44,9.44,9.27,9.39,-0.53,"9,790.00","91,758.10"
89,2025-09-28,9.31,9.44,9.28,9.44,1.61,"17,200.00","160,602.00"
90,2025-09-25,9.37,9.37,9.29,9.29,-0.85,"73,300.00","682,596.00"
91,2025-09-24,9.5,9.5,9.31,9.37,0.43,"4,222.00","39,522.50"
92,2025-09-23,9.2,9.33,9.2,9.33,1.41,"8,520.00","79,133.20"
93,2025-09-21,9.1,9.34,8.5,9.2,0.0,"145,603.00","1,328,327.71"
