S.N.,Date,Open,High,Low,Ltp,% Change,Qty,Turnover
1,2026-01-26,"1,161.00","1,161.00","1,161.00","1,160.00",-0.09,5.00,"5,800.00"
2,2026-01-13,"1,161.00","1,161.00","1,161.00","1,161.00",0.00,40.00,"46,440.00"
3,2026-01-12,"1,161.00","1,161.00","1,161.00","1,161.00",-0.34,32.00,"37,152.00"
4,2025-12-28,"1,165.00","1,165.00","1,165.00","1,165.00",-0.09,25.00,"29,125.00"
5,2025-12-18,"1,122.00","1,166.00","1,122.00","1,166.00",3.92,37.00,"42,925.80"
6,2025-11-30,"1,100.00","1,122.00","1,100.00","1,122.00",2.00,32.00,"35,897.00"
7,2025-11-27,"1,100.00","1,100.00","1,100.00","1,100.00",0.00,25.00,"27,500.00"
8,2025-11-12,"1,113.00","1,113.00","1,113.00","1,100.00",0.79,26.00,"28,925.00"
9,2025-10-13,"1,091.40","1,091.40","1,091.40","1,091.40",2.00,25.00,"27,285.00"
10,2025-10-12,"1,071.10","1,071.10","1,070.00","1,070.00",-1.59,50.00,"53,527.50"
11,2025-10-09,"1,087.00","1,087.30","1,087.00","1,087.30",2.00,125.00,"135,882.50"
12,2025-10-08,"1,045.10","1,045.10","1,045.10","1,066.00",2.00,7.00,"7,462.00"
13,2025-09-21,"1,045.10","1,045.10","1,045.10","1,045.10",0.49,25.00,"26,127.50"
14,2025-09-02,"1,040.10","1,040.10","1,040.00","1,040.00",-1.42,50.00,"52,002.50"
15,2025-08-31,"1,055.00","1,055.00","1,055.00","1,055.00",1.44,25.00,"26,375.00"
16,2025-08-26,"1,040.00","1,040.00","1,040.00","1,040.00",-1.61,25.00,"26,000.00"
17,2025-07-22,"1,057.00","1,057.00","1,057.00","1,057.00",-1.95,24.00,"25,368.00"
18,2025-06-29,"1,044.20","1,044.20","1,044.20","1,078.00",3.24,3.00,"3,221.00"
19,2025-06-22,"1,044.20","1,044.20","1,044.20","1,044.20",0.11,25.00,"26,105.00"
20,2025-06-19,"1,043.10","1,043.10","1,043.10","1,043.10",0.19,25.00,"26,077.50"
21,2025-06-10,"1,041.10","1,041.10","1,041.10","1,041.10",0.18,25.00,"26,027.50"
22,2025-06-03,"1,039.20","1,039.20","1,039.20","1,039.20",-1.96,25.00,"25,980.00"
23,2025-05-28,"1,057.00","1,060.00","1,057.00","1,059.98",0.28,28.00,"29,679.70"
24,2025-05-26,"1,054.10","1,054.10","1,054.10","1,057.00",0.28,3.00,"3,171.00"
25,2025-05-19,"1,054.10","1,054.10","1,054.10","1,054.10",0.00,25.00,"26,352.50"
26,2025-05-06,"1,054.10","1,054.10","1,054.10","1,054.10",-1.94,27.00,"28,460.70"
27,2025-05-05,"1,075.00","1,075.00","1,075.00","1,075.00",0.00,3.00,"3,225.00"
28,2025-05-04,"1,075.00","1,075.00","1,075.00","1,075.00",0.09,10.00,"10,750.00"
29,2025-04-30,"1,074.00","1,074.00","1,074.00","1,074.00",-1.92,29.00,"31,146.00"
30,2025-04-29,"1,095.00","1,095.00","1,095.00","1,095.00",1.58,25.00,"27,375.00"
31,2025-04-28,"1,072.00","1,078.00","1,072.00","1,078.00",2.51,53.00,"57,056.00"
32,2025-04-17,"1,051.60","1,051.60","1,051.60","1,051.60",2.00,25.00,"26,290.00"
33,2025-04-16,"1,031.00","1,031.00","1,031.00","1,031.00",0.00,3.00,"3,093.00"
34,2025-04-15,"1,038.00","1,038.00","1,031.00","1,031.00",-2.17,50.00,"51,725.00"
35,2025-04-07,"1,053.90","1,053.90","1,053.90","1,053.90",1.99,25.00,"26,347.50"
36,2025-03-25,"1,033.30","1,033.30","1,033.30","1,033.30",1.99,25.00,"25,832.50"
37,2025-03-24,"1,013.10","1,013.10","1,013.10","1,013.10",-0.39,50.00,"50,655.00"
38,2025-03-23,"1,025.00","1,025.00","1,025.00","1,017.10",-0.77,1.00,"1,017.10"
39,2025-03-19,"1,025.00","1,025.00","1,025.00","1,025.00",0.00,1.00,"1,025.00"
40,2025-03-16,"1,025.00","1,025.00","1,025.00","1,025.00",-0.49,105.00,"107,625.00"
41,2025-03-04,"1,030.00","1,030.00","1,030.00","1,030.00",0.49,30.00,"30,900.00"
42,2025-02-24,"1,040.00","1,040.00","1,025.00","1,025.00",-1.44,75.00,"77,625.00"
43,2025-02-02,"1,040.00","1,040.00","1,040.00","1,040.00",2.46,49.00,"50,910.00"
44,2025-01-22,"1,022.00","1,022.00","1,015.00","1,015.00",-2.67,49.00,"49,910.00"
45,2025-01-21,"1,042.80","1,042.80","1,042.80","1,042.80",-1.99,1.00,"1,042.80"
46,2025-01-06,"1,064.00","1,064.00","1,064.00","1,064.00",-1.94,25.00,"26,600.00"
47,2024-12-23,"1,085.00","1,085.00","1,085.00","1,085.00",5.34,50.00,"54,011.00"
48,2024-11-28,"1,030.00","1,030.00","1,030.00","1,030.00",-0.19,25.00,"25,750.00"
49,2024-11-17,"1,032.00","1,032.00","1,032.00","1,032.00",-1.99,25.00,"25,800.00"
50,2024-10-21,"1,050.00","1,053.00","1,050.00","1,053.00",2.23,273.00,"286,950.00"
51,2024-10-16,"1,053.00","1,053.00","1,030.00","1,030.00",0.00,175.00,"183,685.00"
52,2024-10-15,"1,035.00","1,035.00","1,030.00","1,030.00",-0.48,75.00,"77,500.00"
53,2024-10-07,"1,035.00","1,035.00","1,035.00","1,035.00",-1.71,100.00,"103,500.00"
54,2024-09-30,"1,045.00","1,053.00","1,045.00","1,053.00",2.23,176.00,"185,100.50"
55,2024-09-29,"1,029.00","1,030.00","1,029.00","1,030.00",1.88,50.00,"51,475.00"
56,2024-09-23,"1,011.00","1,011.00","1,011.00","1,011.00",-0.04,25.00,"25,275.00"
57,2024-09-22,"1,032.00","1,032.00","1,011.40","1,011.40",-3.95,50.00,"51,085.00"
58,2024-09-12,"1,020.00","1,053.00","1,020.00","1,053.00",3.24,380.00,"398,137.50"
59,2024-09-03,"1,020.00","1,020.00","1,020.00","1,020.00",-1.92,100.00,"102,000.00"
60,2024-09-02,"1,005.00","1,040.00","1,005.00","1,040.00",2.97,944.00,"978,432.50"
61,2024-09-01,"1,010.00","1,010.00","1,010.00","1,010.00",0.80,25.00,"25,250.00"
62,2024-08-29,"1,002.00","1,002.00","1,002.00","1,002.00",0.00,100.00,"100,200.00"
63,2024-08-28,"1,002.00","1,002.00","1,002.00","1,002.00",0.00,80.00,"80,160.00"
